user_id,user_type,onboarding_rating,biggest_confusion,feature_request,would_recommend
survey_user_0331,家庭用户,2,"没有引导,不知道从哪里开始",新手引导教程,Yes
survey_user_0332,年轻用户,2,作为新手感觉很迷茫,新手引导教程,Maybe
survey_user_0333,年轻用户,2,盯着歌单不知道选什么,新手推荐歌单,Yes
survey_user_0334,年轻用户,3,不知道该选什么歌唱,新手推荐歌单,Yes
survey_user_0335,家庭用户,4,希望有新手推荐歌单,智能歌曲推荐,Yes
survey_user_0336,年轻用户,2,"歌库太大,不知道从哪里开始",新手推荐歌单,Yes
survey_user_0337,家庭用户,3,和我预期的不一样,更好的帮助文档,Maybe
survey_user_0338,年轻用户,4,找不到适合自己的歌,新手推荐歌单,Yes
survey_user_0339,年轻用户,2,找不到适合自己的歌,新手推荐歌单,Maybe
survey_user_0340,家庭用户,2,"太多功能,不知道先用哪个",新手引导教程,No
survey_user_0341,年轻用户,2,盯着歌单不知道选什么,新手推荐歌单,Yes
survey_user_0342,家庭用户,3,需要适合我音域的歌曲推荐,智能歌曲推荐,Yes
survey_user_0343,家庭用户,3,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Maybe
survey_user_0344,年轻用户,3,"歌库太大,不知道从哪里开始",新手推荐歌单,No
survey_user_0345,年轻用户,3,希望有新手推荐歌单,智能歌曲推荐,No
survey_user_0346,年轻用户,2,需要一些歌曲推荐,智能歌曲推荐,Maybe
survey_user_0347,家庭用户,2,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,No
survey_user_0348,家庭用户,4,界面不够直观,更好的帮助文档,Yes
survey_user_0349,年轻用户,2,盯着歌单不知道选什么,新手推荐歌单,Yes
survey_user_0350,音乐爱好者,4,和我预期的不一样,更好的帮助文档,Maybe
survey_user_0351,年轻用户,2,"没有引导,不知道从哪里开始",新手引导教程,Maybe
survey_user_0352,家庭用户,2,找不到适合自己的歌,新手推荐歌单,Yes
survey_user_0353,年轻用户,4,"没有引导,不知道从哪里开始",新手引导教程,Maybe
survey_user_0354,年轻用户,2,需要一些歌曲推荐,智能歌曲推荐,Yes
survey_user_0355,年轻用户,4,想看看别人都在唱什么,智能歌曲推荐,Yes
survey_user_0356,音乐爱好者,4,不确定哪首歌适合我的音域,新手推荐歌单,Yes
survey_user_0357,年轻用户,4,不确定哪首歌适合我的音域,新手推荐歌单,No
survey_user_0358,音乐爱好者,3,空白的界面让我不知所措,新手引导教程,Maybe
survey_user_0359,家庭用户,4,需要适合我音域的歌曲推荐,智能歌曲推荐,Yes
survey_user_0360,年轻用户,4,"歌库太大,不知道从哪里开始",新手推荐歌单,Yes
survey_user_0361,年轻用户,4,作为新手感觉很迷茫,新手引导教程,Maybe
survey_user_0362,年轻用户,3,想看看别人都在唱什么,智能歌曲推荐,No
survey_user_0363,年轻用户,3,作为新手感觉很迷茫,新手引导教程,Yes
survey_user_0364,家庭用户,2,"没有引导,不知道从哪里开始",新手引导教程,Maybe
survey_user_0365,音乐爱好者,3,想看看别人都在唱什么,智能歌曲推荐,Yes
survey_user_0366,家庭用户,2,找不到适合自己的歌,新手推荐歌单,Yes
survey_user_0367,家庭用户,2,操作太复杂,更好的帮助文档,Maybe
survey_user_0368,年轻用户,2,需要适合我音域的歌曲推荐,智能歌曲推荐,No
survey_user_0369,年轻用户,2,"没有引导,不知道从哪里开始",新手引导教程,Maybe
survey_user_0370,年轻用户,4,盯着歌单不知道选什么,新手推荐歌单,Maybe
survey_user_0371,年轻用户,3,"界面功能太多,找不到入口",新手引导教程,No
survey_user_0372,家庭用户,4,找不到适合自己的歌,新手推荐歌单,Yes
survey_user_0373,年轻用户,4,"界面功能太多,找不到入口",新手引导教程,Maybe
survey_user_0374,年轻用户,4,作为新手感觉很迷茫,新手引导教程,No
survey_user_0375,年轻用户,4,"歌库太大,不知道从哪里开始",新手推荐歌单,Maybe
survey_user_0376,家庭用户,3,"没有引导,不知道从哪里开始",新手引导教程,Yes
survey_user_0377,年轻用户,3,空白的界面让我不知所措,新手引导教程,Maybe
survey_user_0378,家庭用户,2,空白的界面让我不知所措,新手引导教程,Maybe
survey_user_0379,家庭用户,3,操作太复杂,更好的帮助文档,Yes
survey_user_0380,家庭用户,3,"没有引导,不知道从哪里开始",新手引导教程,Maybe
survey_user_0381,家庭用户,4,界面不够直观,更好的帮助文档,No
survey_user_0382,年轻用户,4,操作太复杂,更好的帮助文档,Maybe
survey_user_0383,年轻用户,3,不知道该选什么歌唱,新手推荐歌单,Maybe
survey_user_0384,家庭用户,4,操作太复杂,更好的帮助文档,Maybe
survey_user_0385,年轻用户,2,希望有新手推荐歌单,智能歌曲推荐,Yes
survey_user_0386,家庭用户,4,空白的界面让我不知所措,新手引导教程,Yes
survey_user_0387,音乐爱好者,3,需要适合我音域的歌曲推荐,智能歌曲推荐,Yes
survey_user_0388,家庭用户,2,"界面功能太多,找不到入口",新手引导教程,Maybe
survey_user_0389,家庭用户,4,不确定哪首歌适合我的音域,新手推荐歌单,Yes
survey_user_0390,音乐爱好者,3,"界面功能太多,找不到入口",新手引导教程,Maybe
survey_user_0391,家庭用户,3,找不到我想要的功能,更好的帮助文档,No
survey_user_0392,年轻用户,2,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Maybe
survey_user_0393,家庭用户,4,"歌库太大,不知道从哪里开始",新手推荐歌单,Maybe
survey_user_0394,年轻用户,3,作为新手感觉很迷茫,新手引导教程,Maybe
survey_user_0395,年轻用户,4,不知道该选什么歌唱,新手推荐歌单,No
survey_user_0396,年轻用户,4,不知道该选什么歌唱,新手推荐歌单,Yes
survey_user_0397,年轻用户,2,"歌库太大,不知道从哪里开始",新手推荐歌单,Maybe
survey_user_0398,年轻用户,2,界面不够直观,更好的帮助文档,Maybe
survey_user_0399,家庭用户,3,不知道该选什么歌唱,新手推荐歌单,Maybe
survey_user_0400,家庭用户,2,不知道该选什么歌唱,新手推荐歌单,Yes
survey_user_0401,年轻用户,4,"没有引导,不知道从哪里开始",新手引导教程,Maybe
survey_user_0402,年轻用户,2,空白的界面让我不知所措,新手引导教程,Yes
survey_user_0403,家庭用户,3,需要适合我音域的歌曲推荐,智能歌曲推荐,No
survey_user_0404,年轻用户,2,盯着歌单不知道选什么,新手推荐歌单,Maybe
survey_user_0405,家庭用户,4,空白的界面让我不知所措,新手引导教程,No
survey_user_0406,家庭用户,3,盯着歌单不知道选什么,新手推荐歌单,Maybe
survey_user_0407,年轻用户,2,想看看别人都在唱什么,智能歌曲推荐,No
survey_user_0408,家庭用户,3,想看看别人都在唱什么,智能歌曲推荐,Maybe
survey_user_0409,年轻用户,3,希望有新手推荐歌单,智能歌曲推荐,Yes
survey_user_0410,年轻用户,2,找不到适合自己的歌,新手推荐歌单,Maybe
survey_user_0411,年轻用户,4,找不到我想要的功能,更好的帮助文档,No
survey_user_0412,年轻用户,4,盯着歌单不知道选什么,新手推荐歌单,No
survey_user_0413,年轻用户,4,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,No
survey_user_0414,年轻用户,4,不知道该选什么歌唱,新手推荐歌单,No
survey_user_0415,年轻用户,3,找不到适合自己的歌,新手推荐歌单,No
survey_user_0416,年轻用户,2,希望有新手推荐歌单,智能歌曲推荐,No
survey_user_0417,年轻用户,3,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Maybe
survey_user_0418,年轻用户,4,"界面功能太多,找不到入口",新手引导教程,No
survey_user_0419,年轻用户,2,"太多功能,不知道先用哪个",新手引导教程,Maybe
survey_user_0420,家庭用户,3,找不到我想要的功能,更好的帮助文档,Yes
survey_user_0421,年轻用户,2,找不到适合自己的歌,新手推荐歌单,Yes
survey_user_0422,年轻用户,2,不知道该选什么歌唱,新手推荐歌单,Yes
survey_user_0423,年轻用户,2,不确定哪首歌适合我的音域,新手推荐歌单,No
survey_user_0424,音乐爱好者,3,"太多功能,不知道先用哪个",新手引导教程,Maybe
survey_user_0425,年轻用户,2,"歌库太大,不知道从哪里开始",新手推荐歌单,Maybe
survey_user_0426,年轻用户,4,需要适合我音域的歌曲推荐,智能歌曲推荐,No
survey_user_0427,年轻用户,2,空白的界面让我不知所措,新手引导教程,Maybe
survey_user_0428,家庭用户,3,盯着歌单不知道选什么,新手推荐歌单,Maybe
survey_user_0429,家庭用户,2,盯着歌单不知道选什么,新手推荐歌单,No
survey_user_0430,年轻用户,3,操作太复杂,更好的帮助文档,Yes
survey_user_0431,家庭用户,2,"没有引导,不知道从哪里开始",新手引导教程,Maybe
survey_user_0432,家庭用户,2,"歌库太大,不知道从哪里开始",新手推荐歌单,Yes
survey_user_0433,音乐爱好者,4,"界面功能太多,找不到入口",新手引导教程,Yes
survey_user_0434,年轻用户,4,盯着歌单不知道选什么,新手推荐歌单,No
survey_user_0435,家庭用户,3,找不到我想要的功能,更好的帮助文档,Yes
survey_user_0436,年轻用户,2,不知道该选什么歌唱,新手推荐歌单,Maybe
survey_user_0437,家庭用户,4,不确定哪首歌适合我的音域,新手推荐歌单,Maybe
survey_user_0438,音乐爱好者,4,作为新手感觉很迷茫,新手引导教程,No
survey_user_0439,年轻用户,3,需要适合我音域的歌曲推荐,智能歌曲推荐,Yes
survey_user_0440,年轻用户,2,"界面功能太多,找不到入口",新手引导教程,No
survey_user_0441,家庭用户,3,找不到适合自己的歌,新手推荐歌单,Maybe
survey_user_0442,年轻用户,3,希望有新手推荐歌单,智能歌曲推荐,Maybe
survey_user_0443,年轻用户,3,找不到适合自己的歌,新手推荐歌单,Maybe
survey_user_0444,年轻用户,3,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,No
survey_user_0445,家庭用户,3,需要一些歌曲推荐,智能歌曲推荐,No
survey_user_0446,年轻用户,4,不确定哪首歌适合我的音域,新手推荐歌单,No
survey_user_0447,家庭用户,4,和我预期的不一样,更好的帮助文档,Maybe
survey_user_0448,家庭用户,3,"太多功能,不知道先用哪个",新手引导教程,Maybe
survey_user_0449,家庭用户,3,界面不够直观,更好的帮助文档,Yes
survey_user_0450,家庭用户,2,需要适合我音域的歌曲推荐,智能歌曲推荐,No
survey_user_0451,家庭用户,3,盯着歌单不知道选什么,新手推荐歌单,Maybe
survey_user_0452,年轻用户,2,不知道该选什么歌唱,新手推荐歌单,Maybe
survey_user_0453,年轻用户,2,"太多功能,不知道先用哪个",新手引导教程,Maybe
survey_user_0454,家庭用户,2,找不到适合自己的歌,新手推荐歌单,Yes
survey_user_0455,家庭用户,2,盯着歌单不知道选什么,新手推荐歌单,Yes
survey_user_0456,年轻用户,2,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Yes
survey_user_0457,年轻用户,2,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Yes
survey_user_0458,年轻用户,3,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Yes
survey_user_0459,音乐爱好者,4,找不到我想要的功能,更好的帮助文档,Maybe
survey_user_0460,家庭用户,4,找不到适合自己的歌,新手推荐歌单,Maybe
survey_user_0461,年轻用户,4,不确定哪首歌适合我的音域,新手推荐歌单,Maybe
survey_user_0462,年轻用户,3,操作太复杂,更好的帮助文档,Maybe
survey_user_0463,年轻用户,3,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Maybe
survey_user_0464,家庭用户,2,找不到我想要的功能,更好的帮助文档,Maybe
survey_user_0465,家庭用户,4,想看看别人都在唱什么,智能歌曲推荐,Maybe
survey_user_0466,音乐爱好者,4,"没有引导,不知道从哪里开始",新手引导教程,Maybe
survey_user_0467,家庭用户,3,和我预期的不一样,更好的帮助文档,Yes
survey_user_0468,家庭用户,3,和我预期的不一样,更好的帮助文档,Yes
survey_user_0469,家庭用户,3,空白的界面让我不知所措,新手引导教程,Maybe
survey_user_0470,年轻用户,2,盯着歌单不知道选什么,新手推荐歌单,Maybe
survey_user_0471,家庭用户,4,不知道该选什么歌唱,新手推荐歌单,Maybe
survey_user_0472,年轻用户,3,想看看别人都在唱什么,智能歌曲推荐,No
survey_user_0473,家庭用户,2,"界面功能太多,找不到入口",新手引导教程,Yes
survey_user_0474,年轻用户,4,作为新手感觉很迷茫,新手引导教程,No
survey_user_0475,音乐爱好者,4,想看看别人都在唱什么,智能歌曲推荐,No
survey_user_0476,年轻用户,3,不确定哪首歌适合我的音域,新手推荐歌单,Maybe
survey_user_0477,音乐爱好者,4,操作太复杂,更好的帮助文档,Maybe
survey_user_0478,家庭用户,3,操作太复杂,更好的帮助文档,Maybe
survey_user_0479,音乐爱好者,4,"歌库太大,不知道从哪里开始",新手推荐歌单,No
survey_user_0480,年轻用户,3,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Maybe
survey_user_0481,年轻用户,3,空白的界面让我不知所措,新手引导教程,Yes
survey_user_0482,家庭用户,3,"歌库太大,不知道从哪里开始",新手推荐歌单,No
survey_user_0483,家庭用户,3,作为新手感觉很迷茫,新手引导教程,Maybe
survey_user_0484,年轻用户,2,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Maybe
survey_user_0485,年轻用户,3,"没有引导,不知道从哪里开始",新手引导教程,Yes
survey_user_0486,年轻用户,4,"歌库太大,不知道从哪里开始",新手推荐歌单,Maybe
survey_user_0487,年轻用户,4,不确定哪首歌适合我的音域,新手推荐歌单,Yes
survey_user_0488,音乐爱好者,2,导航不够清晰,更好的帮助文档,Maybe
survey_user_0489,年轻用户,4,"界面功能太多,找不到入口",新手引导教程,Maybe
survey_user_0490,音乐爱好者,3,作为新手感觉很迷茫,新手引导教程,No
survey_user_0491,年轻用户,2,想看看别人都在唱什么,智能歌曲推荐,Maybe
survey_user_0492,年轻用户,2,需要适合我音域的歌曲推荐,智能歌曲推荐,Maybe
survey_user_0493,家庭用户,2,不确定哪首歌适合我的音域,新手推荐歌单,No
survey_user_0494,年轻用户,4,和我预期的不一样,更好的帮助文档,No
survey_user_0495,家庭用户,4,"歌库太大,不知道从哪里开始",新手推荐歌单,Yes
survey_user_0496,家庭用户,4,找不到适合自己的歌,新手推荐歌单,No
survey_user_0497,家庭用户,4,找不到适合自己的歌,新手推荐歌单,Maybe
survey_user_0498,年轻用户,3,"歌库太大,不知道从哪里开始",新手推荐歌单,No
survey_user_0499,年轻用户,3,盯着歌单不知道选什么,新手推荐歌单,Yes
survey_user_0500,年轻用户,2,盯着歌单不知道选什么,新手推荐歌单,Yes
survey_user_0501,家庭用户,2,"界面功能太多,找不到入口",新手引导教程,No
survey_user_0502,家庭用户,2,不确定哪首歌适合我的音域,新手推荐歌单,Maybe
survey_user_0503,家庭用户,3,需要一些歌曲推荐,智能歌曲推荐,Yes
survey_user_0504,年轻用户,3,空白的界面让我不知所措,新手引导教程,Maybe
survey_user_0505,年轻用户,4,找不到适合自己的歌,新手推荐歌单,Maybe
survey_user_0506,音乐爱好者,2,盯着歌单不知道选什么,新手推荐歌单,Maybe
survey_user_0507,年轻用户,3,不确定哪首歌适合我的音域,新手推荐歌单,No
survey_user_0508,年轻用户,2,想看看别人都在唱什么,智能歌曲推荐,Yes
survey_user_0509,音乐爱好者,2,找不到我想要的功能,更好的帮助文档,Maybe
survey_user_0510,年轻用户,2,"没有引导,不知道从哪里开始",新手引导教程,Maybe
survey_user_0511,家庭用户,4,空白的界面让我不知所措,新手引导教程,Yes
survey_user_0512,家庭用户,3,不知道该选什么歌唱,新手推荐歌单,No
survey_user_0513,年轻用户,3,想看看别人都在唱什么,智能歌曲推荐,Maybe
survey_user_0514,家庭用户,4,盯着歌单不知道选什么,新手推荐歌单,No
survey_user_0515,音乐爱好者,3,需要适合我音域的歌曲推荐,智能歌曲推荐,Maybe
survey_user_0516,家庭用户,3,不确定哪首歌适合我的音域,新手推荐歌单,Maybe
survey_user_0517,音乐爱好者,2,盯着歌单不知道选什么,新手推荐歌单,Maybe
survey_user_0518,家庭用户,3,作为新手感觉很迷茫,新手引导教程,Maybe
survey_user_0519,家庭用户,3,需要适合我音域的歌曲推荐,智能歌曲推荐,Yes
survey_user_0520,年轻用户,2,不确定哪首歌适合我的音域,新手推荐歌单,Maybe
survey_user_0521,家庭用户,2,盯着歌单不知道选什么,新手推荐歌单,Maybe
survey_user_0522,年轻用户,4,空白的界面让我不知所措,新手引导教程,No
survey_user_0523,家庭用户,4,导航不够清晰,更好的帮助文档,Yes
survey_user_0524,家庭用户,4,不知道该选什么歌唱,新手推荐歌单,Maybe
survey_user_0525,年轻用户,4,界面不够直观,更好的帮助文档,Maybe
survey_user_0526,年轻用户,4,不确定哪首歌适合我的音域,新手推荐歌单,Maybe
survey_user_0527,年轻用户,3,需要一些歌曲推荐,智能歌曲推荐,Maybe
survey_user_0528,年轻用户,4,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Maybe
survey_user_0529,家庭用户,2,"歌库太大,不知道从哪里开始",新手推荐歌单,Maybe
survey_user_0530,家庭用户,2,作为新手感觉很迷茫,新手引导教程,Maybe
survey_user_0531,家庭用户,3,盯着歌单不知道选什么,新手推荐歌单,Maybe
survey_user_0532,年轻用户,3,盯着歌单不知道选什么,新手推荐歌单,Yes
survey_user_0533,音乐爱好者,4,导航不够清晰,更好的帮助文档,Maybe
survey_user_0534,年轻用户,4,操作太复杂,更好的帮助文档,Maybe
survey_user_0535,年轻用户,4,需要适合我音域的歌曲推荐,智能歌曲推荐,Yes
survey_user_0536,年轻用户,4,需要一些歌曲推荐,智能歌曲推荐,Maybe
survey_user_0537,年轻用户,3,"界面功能太多,找不到入口",新手引导教程,Maybe
survey_user_0538,家庭用户,4,需要适合我音域的歌曲推荐,智能歌曲推荐,No
survey_user_0539,年轻用户,2,"歌库太大,不知道从哪里开始",新手推荐歌单,No
survey_user_0540,年轻用户,2,"歌库太大,不知道从哪里开始",新手推荐歌单,Maybe
survey_user_0541,年轻用户,4,需要一些歌曲推荐,智能歌曲推荐,Maybe
survey_user_0542,年轻用户,3,不知道该选什么歌唱,新手推荐歌单,Yes
survey_user_0543,年轻用户,2,需要适合我音域的歌曲推荐,智能歌曲推荐,Maybe
survey_user_0544,年轻用户,2,希望有新手推荐歌单,智能歌曲推荐,No
survey_user_0545,家庭用户,3,"歌库太大,不知道从哪里开始",新手推荐歌单,Maybe
survey_user_0546,年轻用户,4,不确定哪首歌适合我的音域,新手推荐歌单,No
survey_user_0547,家庭用户,2,操作太复杂,更好的帮助文档,Maybe
survey_user_0548,年轻用户,2,界面不够直观,更好的帮助文档,Maybe
survey_user_0549,家庭用户,2,"界面功能太多,找不到入口",新手引导教程,Maybe
survey_user_0550,年轻用户,4,需要适合我音域的歌曲推荐,智能歌曲推荐,No
survey_user_0551,年轻用户,2,不知道该选什么歌唱,新手推荐歌单,Maybe
survey_user_0552,年轻用户,2,"太多功能,不知道先用哪个",新手引导教程,No
survey_user_0553,年轻用户,2,"界面功能太多,找不到入口",新手引导教程,No
survey_user_0554,年轻用户,4,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,No
survey_user_0555,家庭用户,4,界面不够直观,更好的帮助文档,Yes
survey_user_0556,年轻用户,3,不确定哪首歌适合我的音域,新手推荐歌单,Maybe
survey_user_0557,音乐爱好者,3,"太多功能,不知道先用哪个",新手引导教程,No
survey_user_0558,年轻用户,2,"歌库太大,不知道从哪里开始",新手推荐歌单,Maybe
survey_user_0559,年轻用户,2,想看看别人都在唱什么,智能歌曲推荐,No
survey_user_0560,家庭用户,4,和我预期的不一样,更好的帮助文档,No
survey_user_0561,年轻用户,4,"歌库太大,不知道从哪里开始",新手推荐歌单,Maybe
survey_user_0562,年轻用户,4,找不到适合自己的歌,新手推荐歌单,Maybe
survey_user_0563,年轻用户,3,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Maybe
survey_user_0564,音乐爱好者,3,希望有新手推荐歌单,智能歌曲推荐,Yes
survey_user_0565,年轻用户,3,需要适合我音域的歌曲推荐,智能歌曲推荐,Maybe
survey_user_0566,年轻用户,4,"太多功能,不知道先用哪个",新手引导教程,Maybe
survey_user_0567,家庭用户,3,"没有引导,不知道从哪里开始",新手引导教程,Maybe
survey_user_0568,年轻用户,4,想看看别人都在唱什么,智能歌曲推荐,No
survey_user_0569,年轻用户,2,导航不够清晰,更好的帮助文档,Maybe
survey_user_0570,年轻用户,2,需要一些歌曲推荐,智能歌曲推荐,Maybe
survey_user_0571,年轻用户,4,不知道该选什么歌唱,新手推荐歌单,Yes
survey_user_0572,音乐爱好者,3,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,No
survey_user_0573,音乐爱好者,3,界面不够直观,更好的帮助文档,No
survey_user_0574,年轻用户,3,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Maybe
survey_user_0575,年轻用户,4,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Maybe
survey_user_0576,家庭用户,2,作为新手感觉很迷茫,新手引导教程,No
survey_user_0577,音乐爱好者,3,盯着歌单不知道选什么,新手推荐歌单,Maybe
survey_user_0578,家庭用户,4,希望有新手推荐歌单,智能歌曲推荐,No
survey_user_0579,家庭用户,4,不知道该选什么歌唱,新手推荐歌单,Maybe
survey_user_0580,家庭用户,3,"界面功能太多,找不到入口",新手引导教程,Maybe
survey_user_0581,音乐爱好者,2,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Yes
survey_user_0582,音乐爱好者,2,作为新手感觉很迷茫,新手引导教程,Yes
survey_user_0583,年轻用户,3,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Maybe
survey_user_0584,音乐爱好者,4,操作太复杂,更好的帮助文档,Maybe
survey_user_0585,家庭用户,3,和我预期的不一样,更好的帮助文档,Maybe
survey_user_0586,家庭用户,4,界面不够直观,更好的帮助文档,Yes
survey_user_0587,家庭用户,2,界面不够直观,更好的帮助文档,Maybe
survey_user_0588,年轻用户,4,希望有新手推荐歌单,智能歌曲推荐,Maybe
survey_user_0589,家庭用户,4,想看看别人都在唱什么,智能歌曲推荐,No
survey_user_0590,家庭用户,2,想看看别人都在唱什么,智能歌曲推荐,Yes
survey_user_0591,家庭用户,4,导航不够清晰,更好的帮助文档,Maybe
survey_user_0592,年轻用户,3,不确定哪首歌适合我的音域,新手推荐歌单,Maybe
survey_user_0593,音乐爱好者,3,"没有引导,不知道从哪里开始",新手引导教程,Maybe
survey_user_0594,年轻用户,2,盯着歌单不知道选什么,新手推荐歌单,Maybe
survey_user_0595,年轻用户,3,不确定哪首歌适合我的音域,新手推荐歌单,Maybe
survey_user_0596,家庭用户,4,不知道该选什么歌唱,新手推荐歌单,Yes
survey_user_0597,家庭用户,2,和我预期的不一样,更好的帮助文档,Yes
survey_user_0598,年轻用户,3,不确定哪首歌适合我的音域,新手推荐歌单,Yes
survey_user_0599,年轻用户,3,"界面功能太多,找不到入口",新手引导教程,Yes
survey_user_0600,年轻用户,4,需要一些歌曲推荐,智能歌曲推荐,Yes
survey_user_0601,年轻用户,3,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Yes
survey_user_0602,家庭用户,2,界面不够直观,更好的帮助文档,Yes
survey_user_0603,年轻用户,3,"歌库太大,不知道从哪里开始",新手推荐歌单,No
survey_user_0604,年轻用户,2,想看看别人都在唱什么,智能歌曲推荐,Maybe
survey_user_0605,年轻用户,3,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Maybe
survey_user_0606,年轻用户,4,需要适合我音域的歌曲推荐,智能歌曲推荐,Maybe
survey_user_0607,年轻用户,2,找不到适合自己的歌,新手推荐歌单,Maybe
survey_user_0608,音乐爱好者,4,空白的界面让我不知所措,新手引导教程,Maybe
survey_user_0609,家庭用户,2,"太多功能,不知道先用哪个",新手引导教程,Maybe
survey_user_0610,家庭用户,2,界面不够直观,更好的帮助文档,Maybe
survey_user_0611,年轻用户,4,不确定哪首歌适合我的音域,新手推荐歌单,Maybe
survey_user_0612,家庭用户,4,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,No
survey_user_0613,年轻用户,2,需要一些歌曲推荐,智能歌曲推荐,Maybe
survey_user_0614,年轻用户,4,需要适合我音域的歌曲推荐,智能歌曲推荐,Maybe
survey_user_0615,年轻用户,3,不确定哪首歌适合我的音域,新手推荐歌单,Maybe
survey_user_0616,年轻用户,2,不确定哪首歌适合我的音域,新手推荐歌单,Maybe
survey_user_0617,音乐爱好者,4,想看看别人都在唱什么,智能歌曲推荐,Yes
survey_user_0618,家庭用户,3,需要一些歌曲推荐,智能歌曲推荐,Maybe
survey_user_0619,年轻用户,4,找不到我想要的功能,更好的帮助文档,Maybe
survey_user_0620,年轻用户,2,需要适合我音域的歌曲推荐,智能歌曲推荐,No
survey_user_0621,年轻用户,4,盯着歌单不知道选什么,新手推荐歌单,Maybe
survey_user_0622,家庭用户,3,"太多功能,不知道先用哪个",新手引导教程,Yes
survey_user_0623,家庭用户,4,和我预期的不一样,更好的帮助文档,Yes
survey_user_0624,年轻用户,2,不知道该选什么歌唱,新手推荐歌单,Maybe
survey_user_0625,家庭用户,2,导航不够清晰,更好的帮助文档,Maybe
survey_user_0626,年轻用户,4,找不到适合自己的歌,新手推荐歌单,No
survey_user_0627,年轻用户,2,不知道该选什么歌唱,新手推荐歌单,Maybe
survey_user_0628,家庭用户,3,找不到适合自己的歌,新手推荐歌单,Maybe
survey_user_0629,年轻用户,2,"歌库太大,不知道从哪里开始",新手推荐歌单,Maybe
survey_user_0630,年轻用户,3,想看看别人都在唱什么,智能歌曲推荐,Yes
survey_user_0631,音乐爱好者,4,作为新手感觉很迷茫,新手引导教程,Yes
survey_user_0632,年轻用户,2,"界面功能太多,找不到入口",新手引导教程,Yes
survey_user_0633,家庭用户,3,"界面功能太多,找不到入口",新手引导教程,Maybe
survey_user_0634,音乐爱好者,2,"没有引导,不知道从哪里开始",新手引导教程,Yes
survey_user_0635,年轻用户,3,"歌库太大,不知道从哪里开始",新手推荐歌单,No
survey_user_0636,年轻用户,3,"没有引导,不知道从哪里开始",新手引导教程,Maybe
survey_user_0637,年轻用户,3,找不到适合自己的歌,新手推荐歌单,Maybe
survey_user_0638,年轻用户,4,想看看别人都在唱什么,智能歌曲推荐,Maybe
survey_user_0639,家庭用户,3,"没有引导,不知道从哪里开始",新手引导教程,Yes
survey_user_0640,年轻用户,3,找不到适合自己的歌,新手推荐歌单,Maybe
survey_user_0641,年轻用户,4,希望有新手推荐歌单,智能歌曲推荐,Maybe
survey_user_0642,年轻用户,3,想看看别人都在唱什么,智能歌曲推荐,Maybe
survey_user_0643,家庭用户,2,盯着歌单不知道选什么,新手推荐歌单,Yes
survey_user_0644,家庭用户,3,希望APP能根据我的嗓音推荐歌,智能歌曲推荐,Maybe
survey_user_0645,年轻用户,2,不确定哪首歌适合我的音域,新手推荐歌单,Maybe
survey_user_0646,音乐爱好者,4,希望有新手推荐歌单,智能歌曲推荐,Yes
survey_user_0647,家庭用户,2,"歌库太大,不知道从哪里开始",新手推荐歌单,Yes
survey_user_0648,年轻用户,3,需要适合我音域的歌曲推荐,智能歌曲推荐,Yes
survey_user_0649,家庭用户,2,不知道该选什么歌唱,新手推荐歌单,No
survey_user_0650,年轻用户,3,不确定哪首歌适合我的音域,新手推荐歌单,Maybe
survey_user_0651,年轻用户,2,"太多功能,不知道先用哪个",新手引导教程,No
survey_user_0652,音乐爱好者,3,界面不够直观,更好的帮助文档,Maybe
survey_user_0653,家庭用户,4,找不到适合自己的歌,新手推荐歌单,No
survey_user_0654,年轻用户,3,界面不够直观,更好的帮助文档,Maybe
survey_user_0655,音乐爱好者,4,不知道该选什么歌唱,新手推荐歌单,No
survey_user_0656,年轻用户,3,希望有新手推荐歌单,智能歌曲推荐,No
survey_user_0657,家庭用户,2,不知道该选什么歌唱,新手推荐歌单,Yes
survey_user_0658,年轻用户,4,盯着歌单不知道选什么,新手推荐歌单,No
survey_user_0659,年轻用户,4,不知道该选什么歌唱,新手推荐歌单,Yes
survey_user_0660,家庭用户,2,不知道该选什么歌唱,新手推荐歌单,Maybe
